,site_eui
354,93.42920428
355,94.37727525
356,103.9
357,118.2517808
358,78.63731858
359,910.5631977
360,56.81895528
361,56.07582288
362,52.45852883
363,99.11454417
364,48.87894696
365,58.31207445
366,22.01618725
367,23.23067467
368,18.37882875
369,28.70702098
370,29.97207855
371,28.16236141
372,23.78809156
373,30.29818904
374,20.27225171
375,23.76541642
376,51.99560564
377,31.43668325
378,61.7132885
379,41.28274318
380,37.3377923
381,40.79908834
382,58.79031741
383,35.82074626
384,24.02349976
385,30.7272701
386,98.58187845
387,34.69561464
388,43.33626577
389,39.09560075
390,54.27647422
391,45.94106209
392,26.67934307
393,12.07994656
394,103.4030222
395,28.60218243
396,38.43250289
397,23.79686478
398,24.82458748
399,77.35050059
400,39.80111016
401,55.77022939
402,15.82450207
403,32.88035145
404,18.67425256
405,91.14082042
406,106.120497
407,65.82509769
408,102.9982589
409,82.75959877
410,24.3173516
411,54.41177483
412,83.57103825
413,76.06196422
414,13.36239239
415,71.89505202
416,26.33190209
417,31.64896774
418,111.5718123
419,20.84360057
420,65.30645857
421,44.88204357
422,332.6321177
423,91.70548544
424,94.70635377
425,25.01736208
426,101.7213115
427,65.13686803
428,57.87785463
429,32.81090351
430,70.30817876
431,22.02855004
432,97.43306011
433,101.7213115
434,93.39592185
435,87.47473763
436,51.54515757
437,122.27663
438,13.76732989
439,31.2284138
440,63.33300546
441,88.96325324
442,108.7797155
443,41.78144921
444,79.39105472
445,300.8595898
446,38.5934561
447,73.1989071
448,76.27429598
449,30.41666667
450,28.52727749
451,28.72131148
452,123.4728138
453,40.68852459
454,36.30054645
455,50.35829029
456,5.386382214
457,31.00156149
458,9.172192529
459,178.2117486
460,32.60816079
461,43.28142077
462,110.7964481
463,160.7511805
464,32.5130908
465,121.3344247
466,92.53837563
467,21.74772363
468,15.46160192
469,27.22540984
470,149.198952
471,24.31406393
472,107.2785972
473,74.59125683
474,48.76977319
475,30.81799686
476,28.42344038
477,61.90750505
478,8.571087656
479,41.18715847
480,9.676309604
481,52.45628415
482,22.13934426
483,58.84280111
484,43.68038177
485,76.68989071
486,47.68920877
487,49.86338798
488,62.93327345
489,132.2107508
490,75.37921401
491,70.90133842
492,34.50407965
493,88.63393368
494,98.00832098
495,60.70748709
496,75.08277117
497,42.88146568
498,12.46584699
499,52.15710383
500,16.55531701
501,7.197368067
502,36.62767273
503,42.2833745
504,49.5604701
505,70.4906475
506,61.43653866
507,33.30570552
508,86.56284153
509,104.5993787
510,75.69262295
511,41.56007635
512,67.30895576
513,27.81603413
514,7.8924470389999986
515,30.02291639
516,19.74248821
517,26.12532375
518,108.1197051
519,31.60759787
520,49.45909873
521,109.5008219
522,39.28360356
523,184.1101609
524,288.83913019999994
525,14.9618684
526,29.91803279
527,27.93959578
528,42.75077925
529,45.47520323
530,94.63374953
531,23.33606557
532,30.61612022
533,53.64765476
534,84.25195
535,70.02132495
536,63.11300247
537,62.42896175
538,60.83762557
539,35.52491654
540,68.51280934
541,46.47549218
542,53.44573396
543,116.6803279
544,59.12746313
545,67.89608803
546,91.44945355
547,67.61608354
548,61.52119769
549,67.22210495
550,36.3150655
551,32.51747436
552,118.3756831
553,39.91676323
554,35.52628640000001
555,47.46454824
556,25.62978142
557,35.71396063
558,194.068306
559,36.99863388
560,48.76073209
561,64.10835991
562,47.37021858
563,51.15474062
564,57.63401602
565,66.11852684
566,63.04724755
567,41.08743169
568,45.87000374
569,93.48222621
570,93.91757467
571,62.54176061
572,67.19580358
573,46.37295082
574,57.81840258
575,55.93892208
576,47.75660753
577,49.96348978
578,59.42883749
579,56.55262969
580,47.96345984
581,39.97923048
582,91.64740325
583,63.92178157
584,75.18085485
585,41.5685695
586,61.82202410000001
587,54.4610914
588,62.12942586
589,51.65995359
590,81.85383187
591,58.14279063
592,53.05339921
593,47.97222696
594,55.13315667
595,76.49128528
596,59.03020136
597,40.48553934
598,55.54781421
599,66.70730294
600,85.66530055
601,53.75273224
602,82.17486339
603,241.4592395
604,49.66393443
605,165.2472678
606,159.1752661
607,60.63387978
608,76.98907104
609,39.49977094
610,54.72438356
611,64.90727599
612,45.37574968
613,60.70392544
614,68.31253238
615,44.18367692
616,50.85555805
617,32.19746987
618,58.30882102
619,108.9336896
620,40.40252414
621,57.33757317
622,53.49093944
623,107.97312820000002
624,42.08469945
625,27.02595628
626,32.16404372
627,81.46834643
628,59.14554533
629,68.98459765
630,76.09153005
631,45.87192155
632,57.64826259
633,35.70245378
634,54.3510929
635,63.70123063
636,59.53842803
637,50.03472416
638,57.2431694
639,74.08713976
640,63.53602216
641,71.40381166
642,64.02459016
643,54.45259825
644,76.08360805
645,67.22950221
646,30.13524665
647,34.13722434
648,35.4942316
649,53.75340969
650,40.48444345
651,50.05718991
652,6.87571974
653,68.31883375
654,84.07249495
655,82.63822741
656,58.83047234
657,102.9930534
658,53.35888315
659,29.22646605
660,40.78825137
661,78.43131372
662,106.3415974
663,93.84634029
664,23.43295456
665,56.54660229
666,31.91554757
667,10.67331088
668,75.82935848
669,33.41611797
670,32.10212591
671,82.08534172
672,109.7991803
673,15.97092447
674,53.56847519
675,68.71418220000001
676,32.51035107
677,74.09699454
678,80.19051875
679,72.25204282
680,57.05811663
681,42.10611124
682,64.93111161
683,56.84551089
684,26.52943933
685,49.16046411
686,29.12021858
687,260.6359683
688,79.59598922
689,97.83078374
690,51.16350775
691,134.5314208
692,26.42759563
693,30.11748634
694,141.74377119999997
695,37.29645033
696,89.42463059
697,44.66532824
698,44.28093869
699,102.8226394
700,48.26456022
701,211.5209821
702,63.12752302
703,56.53345161
704,74.78742421
705,95.6907523
706,52.64681788
707,62.1579205
708,41.08743169
709,374.9726776
710,69.9098166
711,42.47707613
712,72.5531447
713,71.08435512
714,55.15425256
715,112.5721012
716,71.19723333
717,37.79536193
718,37.80440302
719,76.68989071
720,58.72334756
721,43.68032787
722,98.82504529
723,73.82932854
724,60.54912793
725,32.81010929
726,62.01079422
727,49.96311475
728,17.05327869
729,42.38063628
730,94.27757916
731,157.2661966
732,102.3196721
733,76.29098361
734,55.44905158
735,105.4654196
736,19.24726776
737,63.12615316
738,40.78691369
739,31.32731941
740,92.43234823
741,39.89071038
742,67.81581256
743,42.28008683
744,140.5150273
745,55.4287776
746,32.11335878
747,47.15468074
748,66.32866682
749,46.55850737
750,47.44674003
751,29.91469571
752,32.01445318
753,36.83808668
754,54.53890112
755,39.58853956
756,44.48368141
757,52.85887566
758,40.88797814
759,125.8427113
760,49.26156149
761,70.83476158
762,55.78056292
763,38.49400255
764,177.02073959999996
765,52.55777528
766,54.14382663
767,10.47002021
768,61.91818998
769,73.68987349
770,55.80028894
771,92.95098436
772,30.45415525
773,46.17349727
774,72.50136612
775,53.56902313
776,65.52049179999999
777,363.5364159
778,25.45024478
779,16.44682237
780,17.75423909
781,149.7896175
782,21.53840557
783,70.80601093
784,55.2468568
785,29.3240018
786,2.596751254
787,10.41768995
788,112.7909836
789,91.24739726
790,73.67973651
791,34.70491803
792,14.46021708
793,48.06373531
794,57.7671682
795,79.88366495
796,63.04834344
797,47.96839135
798,89.57367318
799,20.74195524
800,30.015793100000003
801,8.685335729
802,44.24395239
803,148.7923497
804,37.02165132
805,2.591271802
806,29.01577813
807,29.21994536
808,263.278196
809,35.48573845
810,148.6655199
811,52.66079048
812,29.0190643
813,57.64579684
814,95.77623175
815,41.61898046
816,51.36268882
817,49.3495082
818,55.83837263
819,43.07681114
820,51.9437937
821,22.33879781
822,93.63373456
823,37.39015046
824,63.80068418
825,86.47143499
826,69.90488509999999
827,44.85135863
828,69.80406168
829,59.25102627
830,35.62519201
831,52.44352721
832,92.65043192
833,48.18127105
834,50.94925818
835,58.70581181
836,86.75801482
837,37.70111386
838,42.08611124
839,27.43082267
840,42.18172917
841,120.6363321
842,53.85245902
843,51.47200539
844,131.54142679999998
845,36.69945355
846,18.37068643
847,60.00391496
848,74.87482297
849,65.81967213
850,67.11799386
851,104.1229329
852,86.14704693
853,90.94246126
854,82.47548469
855,77.99952691
856,46.76755146
857,41.98501385
858,62.42896175
859,115.9759877
860,68.70349727
861,169.43980390000004
862,119.1554877
863,129.35290220000002
864,58.14114679
865,59.74637623
866,63.63903735
867,39.58497792
868,50.351167
869,65.40153005
870,70.48818175
871,68.88240437
872,109.8657594
873,6.378178007000001
874,2.991803279
875,245.5302612
876,31.02758889
877,17.24409462
878,266.8688525
879,25.13900741
880,193.587288
881,77.49020436
882,65.21878733
883,132.5368852
884,240.7523812
885,93.04508197
886,3.092101205
887,163.6361554
888,279.1115877
889,58.56937196
890,77.58719216
891,50.8700786
892,20.75154428
893,61.15954787
894,47.94976121
895,241.6545864
896,36.40438206
897,105.81309679999998
898,197.0917254
899,99.83136163
900,66.35305038
901,35.69450857
902,70.30763081
903,291.0002545
904,271.8572318
905,41.76336702
906,80.08060109
907,240.23620930000004
908,256.6868673
909,81.46807246
910,46.26453028
911,56.64480874
912,87.89638745
913,12.06538663
914,6.182832547
915,21.73594281
916,3.783892507
917,19.64632233
918,28.33604162
919,441.229363
920,3.590163934
921,32.41719889
922,14.66213788
923,608.5910652000001
924,50.16256831
925,28.02322404
926,6.881147541
927,16.05119994
928,38.94058388
929,28.12179205
930,616.1213025000002
931,36.32218879
932,6.879281383
933,19.14768471
934,14.56788981
935,8.261220151
936,20.91099933
937,145.1112194
938,81.87602365
939,66.51414926
940,29.40975672
941,11.36885246
942,159.0506071
943,23.58144921
944,341.9207516
945,49.66293735
946,91.94808743
947,25.82923497
948,35.10382514
949,65.11577214
950,116.8803848
951,109.3712329
952,61.84092821
953,61.93818998
954,90.25998503
955,87.52679392
956,66.41688749
957,66.8037413
958,77.88661202
959,52.75546448
960,16.05601093
961,46.17411782
962,75.97374354
963,67.70868778
964,120.33824540000002
965,42.42419792
966,63.49437832
967,95.86856352
968,62.52868852
969,65.03357886
970,53.22874467
971,34.91888016
972,42.033507
973,57.9581301
974,57.64168725
975,149.6079991
976,2.194005539
977,26.52916536
978,49.98009931
979,26.12027083
980,32.01517256
981,42.27144323
982,54.17908163
983,33.05428179
984,30.8592213
985,26.24282228
986,30.49081510000001
987,56.85962562
988,27.73327573
989,17.56079588
990,37.21555601
991,31.50575356
992,34.15970106
993,33.79953174
994,31.09013858
995,63.8956941
996,24.68130388
997,22.66404666
998,30.36382873
999,21.86766629
1000,40.3425173
1001,40.22255681
1002,40.3425173
1003,25.03725903
1004,14.25805989
1005,88.20406988
1006,16.67730327
1007,38.0638445
1008,36.74251957
1009,54.56624745
1010,32.26287538
1011,26.95832109
1012,37.26276377
1013,41.8137225
1014,26.23332113
1015,26.15733079
1016,77.44183477
1017,26.26652964
1018,25.31469936
1019,18.52037045
1020,32.66323376
1021,29.16150977
1022,42.88265781
1023,30.46320289
1024,51.34329989
1025,214.8200845
1026,40.59904594
1027,24.47623722
1028,19.66170847
1029,33.92160444
1030,36.35933843
1031,38.73231367
1032,27.21550972
1033,63.66924367
1034,50.66804073
1035,39.67709597
1036,39.17207355
1037,30.52332708
1038,25.96900754
1039,22.81095697
1040,19.06464063
1041,20.89977695
1042,24.28477774
1043,18.03909625
1044,23.25109052
1045,32.89750614
1046,21.56588557
1047,23.91805849
1048,46.34156234
1049,54.12819053
1050,127.5764336
1051,46.11064648
1052,21.1086621
1053,18.7345271
1054,18.66318064
1055,21.03885713
1056,15.81109796
1057,19.38878039
1058,20.95845625
1059,55.29071483
1060,31.87512003
1061,77.16742737
1062,31.77697314
1063,20.20223167
1064,45.90061599
1065,43.18280407
1066,35.95045348
1067,32.81481976
1068,5.885624924
1069,44.46456974
1070,25.56104982
1071,37.56395015
1072,27.90742714
1073,49.84591541
1074,25.74926527
1075,46.39261452
1076,71.26000391
1077,81.07999695
1078,13.43050188
1079,35.09424278
1080,26.11495533
1081,20.54635548
1082,19.28184936
1083,29.19199551
1084,25.969499
1085,22.58044122
1086,27.04512286
1087,27.38445113
1088,26.67659099
1089,23.39264772
1090,47.12780429
1091,21.61711456
1092,40.58476689
1093,26.03824594
1094,36.8596388
1095,36.85830954
1096,44.2308425
1097,56.77620614
1098,56.77620614
1099,56.77620614
1100,59.11350866
1101,59.11386042
1102,29.48567754
1103,404.9997521
1104,32.21989379
1105,60.30981585
1106,30.83147902
1107,46.23175309
1108,26.52867166
1109,25.93697328
1110,33.92007215
1111,26.6016499
1112,31.06799
1113,45.05496285
1114,45.41561892
1115,32.00072851
1116,84.23564148
1117,30.80011537
1118,52.54761616
1119,45.92535001
1120,13.83611396
1121,46.94131994
1122,48.05760476
1123,27.68463792
1124,17.41166027
1125,119.2711563
1126,37.55338407
1127,21.46324711
1128,18.46391571
1129,52.65946786
1130,16.03727284
1131,29.49665185
1132,26.53388716
1133,25.90520096
1134,27.48387201
1135,27.93421245
1136,30.65154406
1137,22.81902839
1138,25.39100626
1139,47.35425338
1140,54.30329588
1141,18.51628091
1142,22.36499481
1143,37.22327027
1144,37.40724518
1145,49.91001024
1146,95.43869265
1147,25.74248798
1148,80.58030603
1149,36.53268794
1150,66.56741861
1151,12.96454064
1152,57.42565322
1153,20.36012216
1154,27.91673576
1155,29.5304028
1156,33.97370627
1157,33.94894147
1158,30.85003745
1159,55.35819546
1160,24.15484925
1161,25.90065468
1162,23.35565633
1163,9.766752465
1164,145.12598219999995
1165,72.78346073
1166,23.38159561
1167,75.39867659999999
1168,30.78012218
1169,44.45766514
1170,24.36173109
1171,14.5872391
1172,23.27239033
1173,64.0315934
1174,36.12780294
1175,24.94685592
1176,19.35385098
1177,24.23333934
1178,45.64508229
1179,60.21005375
1180,53.96370403
1181,31.56280662
1182,42.92745213
1183,24.41414532
1184,31.71174497
1185,69.15775440000002
1186,30.43669393
1187,34.91213997
1188,7.796434303
1189,69.43794926
1190,62.46026559
1191,29.21336682
1192,28.15769201
1193,32.6856898
1194,28.81851742
1195,62.05158646
1196,53.08055297
1197,39.98226504
1198,38.24537186
1199,83.63390037
1200,40.26148814
1201,71.19141026
1202,59.0869774
1203,6.543766175
1204,17.93441464
1205,23.85522297
1206,13.48834931
1207,3.63753254
1208,22.53324749
1209,56.41874322
1210,35.10379963
1211,33.08484987
1212,29.7171641
1213,30.63216035
1214,40.91213215
1215,16.84132559
1216,23.28524515
1217,27.85228811
1218,28.80234699
1219,42.80507589
1220,71.43503745
1221,44.72177089
1222,11.22484393
1223,44.46462007
1224,24.64694358
1225,75.37021514
1226,56.89850134
1227,10.69956109
1228,35.67438141
1229,35.30742331
1230,75.73918037
1231,13.67566211
1232,47.98554512
1233,39.93621443
1234,35.86813869
1235,246.5846575
1236,96.5
1237,34.19232877
1238,35.57972603
1239,39.18739726
1240,14.09178082
1241,33.7
1242,27.98794521
1243,56.89178082
1244,14.79534247
1245,51.0
1246,41.4
1247,93.58958904
1248,27.20547945
1249,25.87479452
1250,11.2
1251,154.1005479
1252,74.5
1253,156.2493151
1254,290.1679452
1255,49.26931507
1256,64.16383562
1257,11.50082192
1258,46.47671233
1259,12.4090411
1260,6.098630137000001
1261,20.09917808
1262,1.712054795
1263,19.69369863
1264,33.29260274
1265,54.3
1266,12.1090411
1267,455.0257534
1268,125.4942466
1269,123.649589
1270,3.7
1271,34.59561644
1272,15.49753425
1273,15.5969863
1274,57.8
1275,33.8
1276,22.6
1277,27.9
1278,87.2
1279,183.2
1280,73.15205479
1281,15.1
1282,23.69616438
1283,14.29013699
1284,9.795616438
1285,17.2
1286,56.06931507
1287,21.8
1288,16.8
1289,95.72136986
1290,27.69232877
1291,656.0635616000002
1292,44.1909589
1293,6.200547945
1294,19.20630137
1295,17.40383562
1296,53.7
1297,22.1
1298,2.398630137
1299,76.18273973
1300,4.9
1301,24.09534247
1302,11.1
1303,15.38767123
1304,7.12
1305,148.20794519999995
1306,81.98054795
1307,22.54786423
1308,261.3320548
1309,46.87780822
1310,65.17945205
1311,30.87251189
1312,21.53639019
1313,33.41177073
1314,32.38231645
1315,65.10151473
1316,65.10020005
1317,247.8126027
1318,84.30493151
1319,30.0060274
1320,20.89808219
1321,16.19561644
1322,76.69863014
1323,50.8
1324,13.41744383
1325,67.01616438
1326,51.40219178
1327,35.67808219
1328,23.59972603
1329,9.601917808
1330,30.68
1331,37.1
1332,28.80438356
1333,14.40219178
1334,18.4
1335,12.89232877
1336,47.18986301
1337,11.40219178
1338,46.38547945
1339,33.79342466
1340,66.96109589
1341,80.73863014
1342,43.3169863
1343,70.67835616
1344,47.8860274
1345,37.58876712
1346,61.50575342
1347,96.44520548
1348,13.19178082
1349,72.5
1350,20.28931507
1351,29.28986301
1352,11.99917808
1353,31.58657534
1354,13.7
1355,38.2
1356,17.59808219
1357,85.67506849
1358,45.43726027
1359,18.18849315
1360,13.49890411
1361,11.57671233
1362,14.39890411
1363,31.35835616
1364,1.998082192
1365,27.30191781
1366,31.0
1367,102.009589
1368,39.57835616
1369,32.39205479
1370,27.06849315
1371,51.54821918
1372,27.4
1373,335.4720548
1374,364.6
1375,166.46958899999996
1376,236.2567123
1377,78.43150685
1378,112.7254795
1379,33.713972600000005
1380,157.3780822
1381,238.18027400000005
1382,57.36931507
1383,62.90191781
1384,70.44465753
1385,20.70027397
1386,38.6
1387,85.08684932
1388,69.79123288
1389,452.5
1390,55.79917808
1391,61.6260274
1392,93.99315068
1393,6.596712329
1394,18.69041096
1395,6.6
1396,55.17150685
1397,34.18054795
1398,21.69835616
1399,31.60136986
1400,27.8
1401,30.75835616
1402,95.17917808
1403,82.02684932
1404,95.10739726
1405,94.48191781
1406,22.39589041
1407,45.3
1408,48.19041096
1409,37.18191781
1410,36.88136986
1411,11.69616438
1412,26.2030137
1413,58.68767123
1414,53.57397260000001
1415,28.41178082
1416,57.07315068
1417,50.6
1418,32.99123288
1419,37.37479452
1420,49.18821918
1421,21.79726027
1422,28.49369863
1423,11.59479452
1424,53.01369863
1425,17.58575342
1426,36.19671233
1427,124.5315068
1428,28.48575342
1429,85.81369863
1430,114.2
1431,21.28219178
1432,24.91342466
1433,64.1060274
1434,59.06657534
1435,69.58356164
1436,32.29917808
1437,44.28739726
1438,83.87616438
1439,43.57260274
1440,90.38273973
1441,39.69726027
1442,87.55589041
1443,62.27178082
1444,49.89726027
1445,68.19835616
1446,65.28575342
1447,57.30164384
1448,27.30136986
1449,47.38767123
1450,242.4983562
1451,84.71041096
1452,97.40109589
1453,52.4969863
1454,199.2717808
1455,12.4
1456,6.8
1457,31.11589041
1458,63.70465753
1459,18.1
1460,25.5
1461,153.4660274
1462,14.40575342
1463,36.78958904
1464,20.29945205
1465,76.58767123
1466,78.38986301
1467,40.57205479
1468,40.1830137
1469,55.06931507
1470,45.11808219
1471,35.59945205
1472,10.79506849
1473,55.67479452
1474,27.30712329
1475,104.3254795
1476,106.5013699
1477,41.89917808
1478,63.73506849
1479,13.99890411
1480,47.11013699
1481,9.803287671
1482,248.0208219
1483,63.29315068
1484,180.5531507
1485,121.3221918
1486,121.89095890000002
1487,311.2531507
1488,37.91808219
1489,50.48410959
1490,70.63972603
1491,25.28630137
1492,49.88821918
1493,30.48958904
1494,23.3909589
1495,32.0
1496,91.19232877
1497,34.52328767
1498,37.9
1499,49.2
1500,49.00465753
1501,5.801917808
1502,16.10246575
1503,26.09369863
1504,8.200273973
1505,31.67945205
1506,23.39780822
1507,24.5
1508,101.0945205
1509,40.6
1510,113.3
1511,157.6852055
1512,18.89205479
1513,34.60054795
1514,11.09917808
1515,14.80465753
1516,48.06821918
1517,33.31726027
1518,109.2742466
1519,89.71095890000002
1520,54.6430137
1521,33.20136986
1522,19.11287671
1523,37.40520548
1524,24.40054795
1525,16.89808219
1526,31.19369863
1527,24.8
1528,151.97123290000005
1529,85.53589041
1530,41.67616438
1531,20.3
1532,17.29287671
1533,97.25643836
1534,17.39534247
1535,34.30767123
1536,19.69726027
1537,49.0769863
1538,72.98767123
1539,28.29232877
1540,50.01972603
1541,19.37835616
1542,61.37972603
1543,31.70191781
1544,28.89561644
1545,53.58164384
1546,35.8
1547,6.59890411
1548,29.0
1549,10.70328767
1550,24.30273973
1551,97.1
1552,48.53452055
1553,60.28438356
1554,123.9646575
1555,43.70356164
1556,76.5
1557,54.95643836
1558,47.3
1559,65.00575342
1560,158.6575342
1561,70.19452055
1562,84.0
1563,69.30027397
1564,33.98931507
1565,80.1969863
1566,13.89972603
1567,22.5
1568,18.1
1569,26.6909589
1570,7.397260274
1571,89.58383562
1572,30.24520548
1573,51.1830137
1574,70.88849315
1575,42.49205479
1576,2.899452055
1577,21.79561644
1578,33.70273973
1579,16.8
1580,13.40246575
1581,10.69890411
1582,46.77068493
1583,9.198356164
1584,21.50410959
1585,40.98191781
1586,106.8926027
1587,34.5
1588,49.16849315
1589,42.17780822
1590,48.30931507
1591,64.6
1592,63.18767123
1593,32.20328767
1594,85.3
1595,99.47917808
1596,32.08164384
1597,64.90767123
1598,24.99890411
1599,12.98794521
1600,31.89424658
1601,18.48849315
1602,24.99534247
1603,113.9375342
1604,67.19863014
1605,29.49369863
1606,47.48246575
1607,109.8317808
1608,11.7969863
1609,36.09342466
1610,189.3668493
1611,299.4030137000001
1612,92.0109589
1613,16.00958904
1614,18.49068493
1615,31.10246575
1616,45.39479452
1617,21.59123288
1618,92.1290411
1619,62.40767123
1620,24.4
1621,31.4
1622,69.81700592
1623,46.50575342
1624,41.75369863
1625,112.7791781
1626,91.98109589
1627,272.5832877
1628,27.95178082
1629,87.67671233
1630,110.1734247
1631,78.89890411
1632,29.68027397
1633,22.8
1634,82.50794521
1635,67.79232877
1636,95.89068493
1637,77.77616438
1638,18.4969863
1639,73.09205479
1640,76.49205479
1641,92.3
1642,87.04054795
1643,65.29205479
1644,13.01479452
1645,69.00410959
1646,27.80273973
1647,44.57753425
1648,103.4032877
1649,29.00109589
1650,21.10191781
1651,96.2909589
1652,46.69123288
1653,312.0282192
1654,127.5
1655,112.389863
1656,82.30876712
1657,19.88410959
1658,33.1
1659,97.4
1660,70.69479452
1661,71.11835616
1662,33.0830137
1663,30.10767123
1664,42.60465753
1665,70.59123288
1666,17.98821918
1667,97.6
1668,102.5
1669,49.6
1670,112.1887671
1671,92.67945205
1672,39.30054795
1673,46.51917808
1674,126.3706849
1675,15.59643836
1676,14.49753425
1677,91.97808219
1678,36.2709589
1679,126.6005479
1680,21.60246575
1681,36.08383562
